Subject;Party;RevAOTE;CRT_ACC;Conspiracist_Ideation;Paranormal_Belief;MV_Traditional;MV_CareFairness;Social_Conserv;Fiscal_Conserv;FreeMarketIdeology;ConservativeOpinions;Science_Overall;Religious_Belief;GodType;Theism;PolCat;Conservatism;IdeologicalStrength;DemRep_C;MV_Rationality;Random;P.Abortion;P.GayMarriage;P.Military;P.CapitalPunishment;P.MenFeminism;P.PoliceAuthority;P.War;P.ControlSpeakers;P.MenSexism;P.MicroAggressions;GovTrust;P.GlobalWarming;P.BigBang;P.Evolution;P.OldEarth;P.StemCell;P.Vaccines;P.TechProblems;P.ModernMedicine;P.IQHeritable;P.Detox;P.Genes;P.GM_Health;P.NuclearPower;TrustScien;Education.0;ResponseID;ResponseSet;Name;ExternalDataReference;Email;Status;StartDate;EndDate;Finished;age;gender;hhi;ethnicity;hispanic;education;political_party;region;confirmCode;Order;Consent;AOT2;AOT2_1;AOT2_2;AOT2_3;AOT2_4;AOT2_5;AOT2_6;AOT2_7;AOT2_8;AOT_RT_1;AOT_RT_2;AOT_RT_3;AOT_RT_4;CI;CI_1;CI_2;CI_3;CI_4;CI_5;CI_6;CI_7;CI_8;CI_9;CI_10;CI_11;CI_12;CI_13;CI_14;CI_15;CI_RT_1;CI_RT_2;CI_RT_3;CI_RT_4;PB;PB_1;PB_2;PB_3;PB_4;PB_5;PB_6;PB_7;PB_8;PB_9;PB_10;PB_11;PB_12;PB_13;PB_14;PB_15;PB_16;PB_17;PB_18;PB_19;PB_20;PB_21;PB_22;PB_RT_1;PB_RT_2;PB_RT_3;PB_RT_4;Moral;Kindness;Purity;Autonomy;Helfpulnes;RespectAut;Fairness;AvoidHarm;Rights;Patriotism;RespectTra;Knowledge;Facts;Empiricism;Irrational;Ignorance;Moral_RT_1;Moral_RT_2;Moral_RT_3;Moral_RT_4;Sci;Evolution;GlobalWarm;TechProble;GM_Health;BigBang;Vaccines;OldEarth;ModMedicin;StemCell;IQHeritable;Detox;NuclearPower;Genes;Sci_RT_1;Sci_RT_2;Sci_RT_3;Sci_RT_4;Politic;Abortion;GayMarriag;War;CapitalPun;Military;PoliceAuth;Microaggre;ControSpea;MenSexism;MenFeminis;FMI_1;FMI_2;FMI_3;FMI_4;FMI_5;Politic_RT_1;Politic_RT_2;Politic_RT_3;Politic_RT_4;Rb_1;Rb_2;Rb_3;Rb_4;Rb_5;Rb_6;Rb_7;Rb_8;Rb_9;CRTInst;CRT1_1;CRT1_2;CRT1_3;CRT3_1;CRT3_2;CRT3_3;Age.0;English;Income;Ethnicity_1;Ethnicity_2;Ethnicity_3;Ethnicity_4;Ethnicity_5;Ethnicity_6;Ethnicity_6_TEXT;Ethnicity_8;Social_Conservatism;Fiscal_Conservatism;Party_TEXT;POTUS2016;Trump_favorability_1;Trump_2020;Gender.0;Gender_2;Gender_TEXT;LocationLatitude;LocationLongitude;LocationAccuracy;AOT2b_1;AOT2b_2;AOT2b_3;AOT2b_4;AOT2b_5;AOT2b_6;AOT2b_7;AOT2b_8;P.AOT2_1;P.AOT2_2;P.AOT2_3;P.AOT2_4;P.AOT2_5;P.AOT2_6;P.AOT2_7;P.AOT2_8;P.CI_1;P.CI_2;P.CI_3;P.CI_4;P.CI_5;P.CI_6;P.CI_7;P.CI_8;P.CI_9;P.CI_10;P.CI_11;P.CI_12;P.CI_13;P.CI_14;P.CI_15;P.PB_1;P.PB_2;P.PB_3;P.PB_4;P.PB_5;P.PB_6;P.PB_7;P.PB_8;P.PB_9;P.PB_10;P.PB_11;P.PB_12;P.PB_13;P.PB_14;P.PB_15;P.PB_16;P.PB_17;P.PB_18;P.PB_19;P.PB_20;P.PB_21;P.PB_22;P.Kindness;P.Purity;P.Autonomy;P.Helpfulness;P.RespectAuthority;P.Fairness;P.AvoidHarm;P.Rights;P.Patriotism;P.RespectTradition;P.Knowledge;P.Facts;P.Empiricism;P.Irrational;P.Ignorance;TechProblems;GM_Health2;Vaccines2;Detox2;PI.Abortion;PI.GayMarriage;PI.MicroAggressions;PI.ControlSpeakers;PI.MenFeminism;FMIb_1;FMIb_2;FMIb_3;FMIb_4;FMIb_5;P.FMI_1;P.FMI_2;P.FMI_3;P.FMI_4;P.FMI_5;P.Rb_1;P.Rb_2;P.Rb_3;P.Rb_4;P.Rb_5;P.Rb_6;P.Rb_7;P.Rb_8;P.Rb_9;CRT_ACC_1;CRT_ACC_2;CRT_ACC_3;CRT_ACC_4;CRT_ACC_5;CRT_ACC_6;AOT_split;DemRep;RepDem;ZConservativeOpinions;ZRevAOTE;ZCRT_ACC;ZDemRep_C;AOTxCRT;AOTxDemRep;DemRepxCRT;AOTxDemRepxCRT;ZConspiracist_Ideation;ConspxDemRep;AOTxDemRepxConsp;Hisp;White;Black;ZConservatism;AOTxConserv;College;CollegeDegree
11;1;70;.166666666666667;10;58.3333333333333;65;50;75;50;56.6666666666667;55;51.2820512820513;94.4444444444444;1;1; ;62.5;12.5;2;36;2;33.3333333333333;50;66.6666666666667;66.6666666666667;50;33.3333333333333;83.3333333333333;66.6666666666667;50;50;1;66.6666666666667;50;33.3333333333333;33.3333333333333;66.6666666666667;50;66.6666666666667;33.3333333333333;66.6666666666667;33.3333333333333;66.6666666666667;50;50;3;3;R_33kw0Bib0MmzgpR;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;52;2;1;2;1;6;1;3;246874;2;1;1;6;2;3;2;3;2;5;5;20.968;69.815;72.097;39;1;1;3;2;1;4;1;1;1;1;1;1;1;1;1;1;19.633;205.022;206.439;141;1;4;4;4;4;4;5;4;4;4;4;4;5;5;5;4;5;4;4;5;5;7;5;7.743;134.039;135.82;112;1;4;4;1;4;5;4;4;4;4;4;4;4;4;1;1;11.473;147.179;148.545;84;1;3;5;3;4;4;4;3;3;5;5;5;4;5;10.244;104.448;111.066;67;1;5;4;6;5;5;3;4;3;4;4;5;4;4;3;4;14.556;172.721;174.123;95;7;7;7;7;7;7;4;7;7;1;8;50;20;1;7;3;52;1;2; ;1; ; ; ; ; ; ;4;3; ;1; ;1;2;2; ;35.727005004883;-77.922698974609;-1;6;2;4;5;4;5;5;5;100;20;60;80;60;80;80;80;0;50;25;0;75;0;0;0;0;0;0;0;0;0;0;50;50;50;50;50;66.6666666666667;50;50;50;50;50;66.6666666666667;66.6666666666667;66.6666666666667;50;66.6666666666667;50;50;66.6666666666667;66.6666666666667;100;66.6666666666667;60;60;0;60;80;60;60;60;60;60;60;60;60;0;0;5;4;4;3;3;4;4;5;4;5;4;4;5;4;66.6666666666667;50;50;66.6666666666667;50;100;100;100;100;100;100;50;100;100;0;0;0;0;0;1;2;1;2;.423357374475469;-.636890567536127;-.644044517058094;-.70847225025243;.41018587798766;.451219293546867;.456287668262887;-.290605311999686;-1.96025514795995;1.38878637574409;-.884504943034096;0;0;1;.502218982270375;-.319858532645595;2;1
12;1;57.5;0;48.3333333333333;49.2424242424242;50;56.6666666666667;50;25;50;70;60.2564102564102;88.8888888888889;3;1; ;37.5;12.5;3;56;2;100;100;83.3333333333333;50;100;66.6666666666667;50;50;50;50;4;100;50;33.3333333333333;50;50;100;66.6666666666667;66.6666666666667;66.6666666666667;50;50;50;50;3;3;R_2xQtALGoOr2nvtN;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;55;2;7;1;1;6;2;3;310628;1;1;1;4;4;3;3;4;3;4;4;9.984;127.61;128.376;28;1;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;19.757;75.542;76.412;34;1;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;3;4;5.427;65.632;66.458;51;1;3;4;4;4;4;4;4;4;3;3;4;4;4;4;3;7.15;63.844;64.622;32;1;3;7;3;4;4;1;4;5;4;5;4;4;4;4.26;74.166;74.912;38;1;1;1;4;4;6;5;4;4;4;1;4;4;4;4;4;7.012;77.658;78.567;36;7;7;6;6;7;5;5;7;7;1;8;50;20;1;7;1;54;1;5;1; ; ; ; ; ; ; ;3;2; ;2;62;4;2;2; ;39.037002563477;-77.041198730469;-1;4;4;4;4;3;4;4;4;60;60;60;60;40;60;60;60;50;50;50;50;50;50;25;50;50;50;50;50;50;50;50;50;50;50;50;33.3333333333333;50;50;50;50;50;50;50;50;50;50;50;50;50;66.6666666666667;50;33.3333333333333;50;40;60;60;60;60;60;60;60;40;40;60;60;60;60;40;5;4;7;4;7;7;4;4;7;4;4;4;4;4;50;50;50;50;50;100;100;83.3333333333333;83.3333333333333;100;66.6666666666667;66.6666666666667;100;100;0;0;0;0;0;0;1;1;2;1.35410586896556;.925041878901283;-.972539951445464;-.2075126690235;-.899640183991674;-.191957909249319;.201814361056433;.186686735740905;-.206972160601163;.0429493454599079;.0397299432218135;0;1;0;-.418220047662139;-.386871058683569;2;1
13;1;65;.333333333333333;58.3333333333333;46.969696969697;80;93.3333333333333;50;25;50;48.3333333333333;61.5384615384615;98.1481481481482;2;1; ;37.5;12.5;3;88;2;100;16.6666666666667;100;50;0;0;33.3333333333333;66.6666666666667;66.6666666666667;50;1;100;83.3333333333333;50;100;83.3333333333333;100;0;83.3333333333333;83.3333333333333;16.6666666666667;50;16.6666666666667;33.3333333333333;3;3;R_2fjL75kYsN7AWxc;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;32;2;2;1;1;6;3;3;218804;2;1;1;6;6;5;5;6;2;6;6;2.51;27.922;29.133;25;1;4;3;3;3;3;4;2;3;4;4;2;4;3;4;4;3.333;75.748;76.8;45;1;4;5;4;4;1;3;6;7;5;2;1;5;4;4;2;5;1;3;4;6;2;6;.166;92.403;93.121;59;1;6;3;5;6;6;6;5;6;5;6;6;6;5;6;4;1.494;58.334;59.04;46;1;4;7;7;6;6;1;7;6;6;6;6;3;4;6.301;75.661;76.261;41;1;1;6;3;4;7;1;4;3;5;7;5;4;4;5;4;3.092;77.31;77.968;55;6;7;7;7;7;7;7;7;7;1;8;50;20;1;8;3;32;1;2;1; ; ; ; ; ; ; ;3;2; ;1; ;1;2;2; ;39.948593139648;-75.233901977539;-1;6;6;2;2;1;5;6;6;100;100;20;20;0;80;100;100;75;50;50;50;50;75;25;50;75;75;25;75;50;75;75;50;66.6666666666667;50;50;0;33.3333333333333;83.3333333333333;100;66.6666666666667;16.6666666666667;0;66.6666666666667;50;50;16.6666666666667;66.6666666666667;0;33.3333333333333;50;83.3333333333333;16.6666666666667;83.3333333333333;100;40;80;100;100;100;80;100;80;100;100;100;80;100;60;1;2;7;2;7;2;4;5;1;5;4;4;3;4;66.6666666666667;50;50;33.3333333333333;50;83.3333333333333;100;100;100;100;100;100;100;100;0;0;0;0;1;1;2;1;2;.0596341821485827;-1.08555511232459;-.040451856412649;-.0468709376757341;.0439127195317713;.0508809860133402;.00189601644078502;-.00205823034034564;.250406010014171;-.0117367644890035;.0127409046931874;0;1;0;-.418220047662139;.454000910816268;2;1
14;1;70;.833333333333333;53.3333333333333;48.4848484848485;25;73.3333333333333;25;50;33.3333333333333;25;67.9487179487179;88.8888888888889;1;1; ;37.5;12.5;1;48;2;16.6666666666667;0;16.6666666666667;33.3333333333333;16.6666666666667;33.3333333333333;16.6666666666667;66.6666666666667;0;50;1;100;100;100;100;83.3333333333333;100;66.6666666666667;16.6666666666667;33.3333333333333;50;66.6666666666667;0;66.6666666666667;4;3;R_1kFiTAEkhCvF71s;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;71;2;13;1;1;4;1;1;418428;2;1;1;5;4;3;3;3;2;5;5;12.126;86.592;87.602;19;1;4;4;4;3;3;3;2;3;3;2;3;3;2;4;4;22.512;181.425;183.221;38;1;5;5;1;5;4;3;5;4;1;5;4;2;4;2;1;7;4;6;4;5;5;4;27.849;173.615;174.486;57;1;5;1;1;5;4;5;6;6;1;3;5;3;4;1;4;17.878;152.815;153.741;39;1;7;7;3;7;7;1;7;2;6;3;4;5;5;7.289;110.195;111.638;35;1;6;7;2;3;2;3;4;3;1;6;2;5;2;5;3;20.079;228.374;229.287;39;7;7;4;6;6;6;7;7;7;1;8;10;39;2;8;3;71;1;8;1; ; ; ; ; ; ; ;2;3; ;1;0;1;2;2; ;40.48649597168;-80.013999938965;-1;5;4;4;4;4;5;5;5;80;60;60;60;60;80;80;80;75;75;75;50;50;50;25;50;50;25;50;50;25;75;75;66.6666666666667;66.6666666666667;0;66.6666666666667;50;33.3333333333333;66.6666666666667;50;0;66.6666666666667;50;16.6666666666667;50;16.6666666666667;0;100;50;83.3333333333333;50;66.6666666666667;66.6666666666667;50;80;0;0;80;60;80;100;100;0;40;80;40;60;0;60;5;1;7;4;2;1;4;5;2;2;3;2;3;5;16.6666666666667;33.3333333333333;16.6666666666667;33.3333333333333;66.6666666666667;100;100;50;83.3333333333333;83.3333333333333;83.3333333333333;100;100;100;0;1;1;1;1;1;2;1;2;-1.21339699099552;-.636890567536127;1.77032612552368;-1.37007356282913;-1.12750401080881;.872586928996485;-2.42547702216572;1.54476343719296;.021716924706504;-.0297537844063319;.0189499046368963;0;1;0;-.418220047662139;.266360403510526;2;1
15;1;62.5;.333333333333333;70;52.2727272727273;30;63.3333333333333;25;50;53.3333333333333;48.3333333333333;39.7435897435897;100;3;1; ;37.5;12.5;2;8;2;50;66.6666666666667;33.3333333333333;66.6666666666667;66.6666666666667;50;33.3333333333333;33.3333333333333;33.3333333333333;50;5;66.6666666666667;0;0;66.6666666666667;66.6666666666667;33.3333333333333;66.6666666666667;16.6666666666667;66.6666666666667;33.3333333333333;33.3333333333333;33.3333333333333;33.3333333333333;3;3;R_SN67fVngfk0J9L3;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;50;2;4;1;1;2;1;1;662103;1;1;1;5;5;3;5;2;2;3;4;12.574;60.519;61.554;20;1;4;3;4;4;4;4;4;4;4;4;3;4;4;3;4;5.448;97.711;98.352;50;1;6;6;1;5;3;3;7;5;1;6;4;2;6;4;2;4;5;2;3;4;6;6;6.985;109.648;110.394;55;1;5;1;4;4;4;4;5;3;4;1;1;1;3;1;1;9.571;139.948;140.366;38;1;1;5;3;5;1;5;5;2;5;5;5;3;3;14.77;93.586;94.552;38;1;4;3;3;5;3;4;4;5;3;3;4;4;5;4;4;3.179;81.88;89.357;35;7;7;7;7;7;7;7;7;7;1;8;50;20;2;8;1;50;1;5;1; ; ; ; ; ; ; ;2;3; ;6;0;1;2;2; ;41.011505126953;-76.438400268555;-1;5;5;4;2;5;5;3;4;80;80;60;20;80;80;40;60;75;50;75;75;75;75;75;75;75;75;50;75;75;50;75;83.3333333333333;83.3333333333333;0;66.6666666666667;33.3333333333333;33.3333333333333;100;66.6666666666667;0;83.3333333333333;50;16.6666666666667;83.3333333333333;50;16.6666666666667;50;66.6666666666667;16.6666666666667;33.3333333333333;50;83.3333333333333;83.3333333333333;80;0;60;60;60;60;80;40;60;0;0;0;40;0;0;5;3;3;3;4;5;4;3;5;4;4;5;4;4;50;50;66.6666666666667;50;50;100;100;100;100;100;100;100;100;100;0;0;0;1;1;0;2;1;2;.0596341821485827;-1.30988738471882;-.040451856412649;-.70847225025243;.052987376403386;.928018863029011;.0286590177395577;-.0375400857954794;.784013875732061;-.555452074769022;.727579665555836;0;1;0;-.418220047662139;.547821164469139;2;1
16;1;62.5;.333333333333333;48.3333333333333;50.7575757575758;70;76.6666666666667;25;25;50;23.3333333333333;52.5641025641026;33.3333333333333;2;1;1;25;25;2;68;2;0;0;50;83.3333333333333;0;66.6666666666667;0;0;0;33.3333333333333;4;33.3333333333333;50;100;33.3333333333333;50;100;33.3333333333333;50;33.3333333333333;50;66.6666666666667;16.6666666666667;66.6666666666667;4;3;R_UWNnTClvNhu9N9T;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;19;2;15;4;1;4;1;3;812407;2;1;1;2;2;4;2;3;1;6;5;.758;11.59;11.631;19;1;2;3;3;4;2;4;2;4;4;2;3;4;2;2;3;4.825;21.697;22.323;30;1;5;6;4;1;5;6;5;1;2;5;1;1;5;6;1;5;5;5;5;5;6;4;.975;35.785;35.838;51;1;6;5;4;4;5;5;5;5;3;5;2;5;5;5;5;2.106;21.706;25.459;32;1;7;3;5;6;4;1;3;4;4;3;4;5;5;2.549;25.14;25.68;29;1;7;7;1;6;4;5;5;7;1;7;5;4;5;5;5;.169;34.164;34.802;46;6;4;1;1;4;1;5;1;4;1;4;10;20;1;7;1;19;1;10; ; ; ;1; ; ; ; ;2;2; ;1;0;1;2;2; ;35.763305664062;-78.709999084473;-1;2;2;3;5;4;6;6;5;20;20;40;80;60;100;100;80;25;50;50;75;25;75;25;75;75;25;50;75;25;25;50;66.6666666666667;83.3333333333333;50;0;66.6666666666667;83.3333333333333;66.6666666666667;0;16.6666666666667;66.6666666666667;0;0;66.6666666666667;83.3333333333333;0;66.6666666666667;66.6666666666667;66.6666666666667;66.6666666666667;66.6666666666667;83.3333333333333;50;100;80;60;60;80;80;80;80;40;80;20;80;80;80;80;3;2;7;4;1;1;3;1;1;5;4;5;3;3;66.6666666666667;50;66.6666666666667;33.3333333333333;33.3333333333333;83.3333333333333;50;0;0;50;0;66.6666666666667;0;50;1;1;0;0;0;0;2;1;2;-1.30432778907724;-1.30988738471882;-.040451856412649;-.70847225025243;.052987376403386;.928018863029011;.0286590177395577;-.0375400857954794;-.206972160601163;.146634032360713;-.192074069159749;0;0;0;-.878439562628396;1.15065690132485;2;1
17;1;55;.5;78.3333333333333;84.8484848484848;100;100;25;25;50;48.3333333333333;53.8461538461538;100;1;1;1;25;25;3;100;2;50;50;50;33.3333333333333;50;50;50;50;50;50;4;100;50;100;100;50;50;33.3333333333333;33.3333333333333;83.3333333333333;0;50;0;50;3;3;R_3iw0672rqPSpVil;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;22;2;1;2;1;6;2;4;192810;2;1;1;5;4;4;4;3;3;3;4;.906;55.216;55.715;31;1;4;5;5;3;4;4;4;4;4;4;5;4;4;4;4;6.187;63.174;63.835;50;1;7;7;4;7;4;4;7;7;5;7;4;4;7;7;4;7;7;7;7;7;7;7;1.46;83.248;83.913;89;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1.129;34.201;34.945;48;1;7;7;5;7;4;4;7;3;4;6;7;4;4;1.735;91.861;92.285;56;1;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;1.645;43.195;43.916;51;7;7;7;7;7;7;7;7;7;1;8;5;20;2;8;3;22;1;1; ;1; ; ; ; ; ; ;2;2; ;1;5;1;2;2; ;33.624298095703;-117.08850097656;-1;5;4;3;3;4;4;3;4;80;60;40;40;60;60;40;60;75;100;100;50;75;75;75;75;75;75;100;75;75;75;75;100;100;50;100;50;50;100;100;66.6666666666667;100;50;50;100;100;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;3;1;4;1;4;4;4;4;4;4;4;4;4;4;50;50;50;50;50;100;100;100;100;100;100;100;100;100;0;0;0;1;1;1;1;1;2;-.396821319382198;.555422141022703;1.03043720251224;-.2075126690235;.572327637208795;-.115257130918368;-.213828774154424;-.11876523555311;1.16516235124484;-.241785949352514;-.13429326965858;0;0;1;-.878439562628396;-.487904782634111;2;1
18;1;37.5;.333333333333333;55;21.969696969697;70;63.3333333333333;0;0;54.1666666666667;41.6666666666667; ;94.4444444444444;3;1;1;0;50;1;56;2;0;0;50;100;33.3333333333333;33.3333333333333;50;100;0;50;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;R_Xk2Lf6maVxbJMhr;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;33;2;5;2;1;2;1;3;709549;2;1;1;5;3;5;4;6;6;4;4;8.882;57.215;57.949;23;1;5;1;4;4;2;3;2;3;3;4;1;4;4;3;5;159.793;289.399;290.049;44;1;4;1;1;1;1;3;4;1;1;4;1;4;1;1;1;4;4;4;1;1;4;4;33.326;168.142;169.394;73;1;4;5;5;4;5;5;4;3;4;4;4;5;2;4;4;124.137;441.758;442.313;51;1; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;1;7;7;4;7;4;3;4;1;1;5;4;4;4; ;3;21.146;145.52;146.244;48;7;7;7;7;7;7;4;7;7;1;8;1;20;2;7;3;34;1;4; ;1; ; ; ; ; ; ;1;1; ;1;0;1;2;2; ;36.372497558594;-96.012298583984;-1;5;3;2;3;1;1;4;4;80;40;20;40;0;0;60;60;100;0;75;75;25;50;25;50;50;75;0;75;75;50;100;50;0;0;0;0;33.3333333333333;50;0;0;50;0;50;0;0;0;50;50;50;0;0;50;50;60;80;80;60;80;80;60;40;60;60;60;80;20;60;60; ; ; ; ;1;1;4;7;3;4;4;4; ;5;50;50;50; ;66.6666666666667;100;100;100;100;100;100;50;100;100;0;0;0;1;0;1;1;1;2;-.935568146566122;-2.03191602412735;.362778151193007;-1.5370006163266;-.737134738612368;3.12305618140764;-.557590241973477;1.13297654756296;.0979466198090597;-.150544015013632;.305892796442668;0;0;1;-1.79887859256091;3.65517023768418;2;1
19;1;60;0;66.6666666666667;43.1818181818182;75;86.6666666666667;0;0;50;56.6666666666667;62.8205128205128;88.8888888888889;1;1;1;0;50;2;60;2;16.6666666666667;50;100;66.6666666666667;66.6666666666667;33.3333333333333;83.3333333333333;50;50;50;5;100;83.3333333333333;66.6666666666667;100;50;50;66.6666666666667;83.3333333333333;66.6666666666667;0;83.3333333333333;16.6666666666667;50;3;2;R_2ZDifMRhW6imSsJ;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;55;2;13;2;1;2;1;3;5241;1;1;1;6;5;6;6;5;2;6;6;15.237;59.154;59.737;17;1;2;4;4;3;4;4;4;3;4;2;4;4;4;4;5;10.409;102.804;104.177;36;1;1;3;5;5;4;5;3;3;1;6;4;1;4;1;5;6;4;1;1;5;4;7;9.996;96.706;97.448;60;1;6;3;4;6;6;6;5;5;5;5;5;6;3;3;3;5.668;86.783;87.258;37;1;5;7;3;6;6;4;7;6;4;5;7;4;6;7.056;78.154;78.184;39;1;6;4;6;5;7;3;4;4;4;3;4;4;5;5;4;5.224;110.636;111.221;39;6;7;7;5;7;7;4;7;7;1;48;50;40;1;7;1;55;1;7; ;1; ; ; ; ; ; ;1;1; ;1;0;1;2;2; ;33.602600097656;-84.476898193359;-1;6;5;1;1;2;5;6;6;100;80;0;0;20;80;100;100;25;75;75;50;75;75;75;50;75;25;75;75;75;75;100;0;33.3333333333333;66.6666666666667;66.6666666666667;50;66.6666666666667;33.3333333333333;33.3333333333333;0;83.3333333333333;50;0;50;0;66.6666666666667;83.3333333333333;50;0;0;66.6666666666667;50;100;100;40;60;100;100;100;80;80;80;80;80;100;40;40;40;5;2;4;1;2;4;4;4;5;4;4;5;3;4;50;50;66.6666666666667;33.3333333333333;50;83.3333333333333;100;100;66.6666666666667;100;100;50;100;100;0;0;0;0;0;0;1;1;2;.276612214597709;1.29466161677986;-.972539951445464;-.87225664267505;-1.25911014592139;-1.12927719525266;.848304432915177;1.09826718863949;.63155448552695;-.550877595212106;-.713200078065108;0;0;1;-1.79887859256091;-2.32893906703559;1;1
20;1;60;.166666666666667;96.6666666666667;78.7878787878788;70;86.6666666666667;0;0;40;36.6666666666667;55.1282051282051;88.8888888888889;1;1;1;0;50;1;88;2;0;16.6666666666667;100;66.6666666666667;0;50;33.3333333333333;0;50;50;2;100;66.6666666666667;0;100;100;33.3333333333333;33.3333333333333;16.6666666666667;100;50;66.6666666666667;0;50;3;3;R_2zpUha8ilevA1EC;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;21;2;1;2;1;2;2;4;658972;2;1;1;6;4;6;4;6;2;6;6;5.184;26.741;27.387;25;1;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;3.729;36.396;37.107;40;1;7;7;4;7;1;5;7;7;4;7;1;5;7;7;4;7;4;7;7;7;7;7;2.89;53.099;53.44;52;1;6;5;3;5;3;6;6;6;4;6;6;6;5;5;5;6.974;33.738;34.583;32;1;1;7;5;7;5;5;7;2;7;7;4;4;5;3.772;49.567;50.718;41;1;7;6;3;5;7;4;4;7;4;7;7;6;6;7;7;17.218;99.511;100.448;49;4;7;4;7;7;7;7;7;7;1;8;50;80;1;8;1;22;1;2; ;1; ; ; ; ; ; ;1;1; ;5;0;1;2;2; ;33.990905761719;-118.15319824219;-1;6;4;1;3;1;5;6;6;100;60;0;40;0;80;100;100;100;100;100;100;100;100;100;50;100;100;100;100;100;100;100;100;100;50;100;0;66.6666666666667;100;100;50;100;0;66.6666666666667;100;100;50;100;50;100;100;100;100;100;100;80;40;80;40;100;100;100;60;100;100;100;80;80;80;3;1;3;4;1;2;4;1;1;7;2;6;1;1;100;16.6666666666667;83.3333333333333;0;0;50;100;50;100;100;100;100;100;100;0;0;0;0;1;0;1;1;2;-1.33962826695407;1.29466161677986;-.304880900126228;-1.5370006163266;-.394717599082722;-1.98989570292504;.468602131400221;.6066811930651;2.00368899737295;-3.07967122388906;-3.98713212587062;0;0;1;-1.79887859256091;-2.32893906703559;2;1
21;1;50;0;100;100;100;100;0;0;40;50;69.2307692307692;100;1;1;1;0;50;1;100;2;0;0;100;100;0;100;100;0;100;0;7;100;100;100;100;100;0;0;100;100;0;100;0;100;5;2;R_301S09a07znhvCO;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;46;2;1;2;1;2;1;4;907987;1;1;1;6;6;6;6;6;6;6;6;4.514;18.832;21.263;9;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4.411;62.804;64.2;36;1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;1.914;52.78;54.639;36;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;17.668;67.769;70.762;46;1;7;7;7;7;7;7;7;7;7;7;7;7;7;2.868;33.659;35.731;19;1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;47.769;106.674;108.641;42;7;7;7;7;7;7;7;7;7;1;28;50;10;1;1;1;47;1;1; ;1; ; ; ; ; ; ;1;1; ;1;100;7;2;2; ;34.067199707031;-118.30160522461;-1;6;6;1;1;1;1;6;6;100;100;0;0;0;0;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;1;1;1;1;1;1;1;1;1;7;1;7;1;1;100;0;100;0;0;100;100;100;100;100;100;100;100;100;0;0;0;0;0;0;1;1;2;-.262134612586216;-.183817334734456;-.972539951445464;-1.5370006163266;.178769701797483;.282527356778372;1.49479450477392;-.274769141843253;2.15614838757806;-3.31400140059909;.60917090476438;0;0;1;-1.79887859256091;.330665068395416;1;1
